LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060230000093092,КУЛИКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,472.23050000000063,504
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060250000025047,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,19.0113,15
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060290000052876,НОВОЯРИЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,371.7750000000002,763
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060330000065074,ПЕРЕМИШЛЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,2251.2166999999995,2630
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060350000036006,ПІДБЕРІЗЦІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,109.39159999999997,103
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060370000065608,ПУСТОМИТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,598.7404000000007,505
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060390000035967,РАВА-РУСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,240.13530000000017,185
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060430000091455,СОЛОНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,531.4309999999999,461
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060450000037997,ЩИРЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1.6735,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080010000010628,БІСКОВИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1175.5522000000028,1859
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080050000015399,ДОБРОМИЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,15.439100000000002,17
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080070000035761,НОВОКАЛИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,228.89279999999977,140
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080090000029798,РАЛІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,298.9862,346
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080110000050484,РУДКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,10.562399999999998,13
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46080000000017237,САМБІРСЬКИЙ РАЙОН,UA46080130000077112,САМБІРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,13.134300000000001,21
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100030000016064,ГРАБОВЕЦЬКО-ДУЛІБІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,308.00129999999996,597
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100050000053848,ЖИДАЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1044.5556000000004,1133
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100110000018989,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,762.3548000000004,909
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100130000048262,МОРШИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,854.056800000001,1054
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100170000077437,РОЗВАДІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,322.09970000000084,480
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1616.7706999999975,1664
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100250000088835,ТРОСТЯНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,165.8941,91
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100270000094052,ХОДОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,363.0997999999999,135
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120050000027080,ДОБРОТВІРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,162.12840000000014,268
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120070000071541,ЛОПАТИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,2199.646199999999,1940
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120090000051307,РАДЕХІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,3608.2735999999923,2718
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120110000062257,СОКАЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,136.92639999999997,38
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140010000081849,ІВАНО-ФРАНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1.4443,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140030000023506,МОСТИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1390.6533999999983,1022
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140050000054478,НОВОЯВОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,31.095999999999997,67
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140070000010135,СУДОВОВИШНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,813.5484,587
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140090000079730,ШЕГИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,538.8406000000001,311
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140110000063568,ЯВОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,541.2645000000002,857
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040030000058332,БУСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,103.0536,10
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060130000059055,ЖОВКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,0.4801,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060190000038354,КАМ’ЯНКА-БУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,9.3875,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060230000093092,КУЛИКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,6.9514,1
